,Unnamed: 0,amf_no,amf_ra,amf_dec,amf_z,amf_lk,amf_rh,amf_r200,amf_rc,amf_c,amf_str_rh,bax_id,mcxc_id,red_id,whl_id,glat,glon,amf_sn,intensity100,intensity857,intensity143,intensity353,cluster
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1.6432472232196368e-06,0.0,8.80755487271607e-06,6.1846850112715e-05,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,3.5208688088701244e-05,0.0,4.908042288068338e-06,6.197080510108354e-05,0
2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,3.6513702473452426e-07,0.0,1.1373676216628915e-05,0.000762332773135603,0
3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,-4.0418281984483794e-06,0.0,-2.325409662526516e-06,6.465306233883791e-05,0
4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,3.17516346760373e-05,0.0,5.1563310343385275e-06,5.682362030288343e-05,0
5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,-3.019994916744355e-06,0.0,1.2405336344176616e-06,0.0004456841953856228,0
6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1.8336406018857955e-05,0.0,6.694802774428346e-05,0.00020819553927731618,0
7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,-6.842422534734242e-06,0.0,1.4536472555191022e-05,6.94031596389583e-05,0
8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1.8674813548308002e-06,0.0,2.942748141848546e-06,0.000657914278763874,0
9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,3.812977423604377e-06,0.0,2.876947531825906e-05,7.529545763627153e-05,0
10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1.1585285097934152e-05,0.0,2.4038122605857544e-05,0.00010937987234203227,0
11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,7.556942351261382e-06,0.0,2.5610606936004775e-05,0.0002838973388040616,0
12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,-2.1055476819630553e-05,0.0,8.878505560388491e-07,0.00475774937392961,0
13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,-8.225903399849436e-06,0.0,7.847785822747139e-06,0.00010842056271385406,0
14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1.5977692656314168e-05,0.0,6.192014798930793e-06,4.637703847479599e-05,0
15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,-3.499951953973519e-06,0.0,1.0340293790332012e-05,0.0004764777384233579,0
16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,5.580850525466951e-06,0.0,1.4324330573146568e-05,7.995277233715844e-05,0
17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,9.177483283294068e-07,0.0,-3.107581447283325e-06,5.957500660026968e-05,0
18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1.5611984494981482e-05,0.0,2.802307191416084e-05,0.00010859392249776739,0
19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,-6.313956121814083e-06,0.0,2.1545804101332483e-05,5.699756023334506e-05,0
20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1.226606599503209e-05,0.0,9.432094749522715e-06,9.467320033055563e-05,0
21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,-7.50203230008285e-06,0.0,2.355976885670078e-05,0.000429771857684676,0
22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,-8.006191641586927e-06,0.0,5.3255064683316074e-05,0.0001048327126242992,0
23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,-8.28261660176991e-06,0.0,8.228968862044543e-05,0.0004092024907715278,0
24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1.060131040825636e-05,0.0,0.00010132283341026885,0.0001023287430967992,0
25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,5.1503745757808634e-05,0.0,7.989133807657751e-08,0.0001516993959782514,0
26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,-1.6055785071597983e-05,0.0,9.274841167301379e-06,4.247310838754397e-05,0
27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,2.155761154243697e-06,0.0,2.3941576954229638e-05,0.0004481796359952401,0
28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1.3776924351196771e-05,0.0,3.8929958781503185e-05,0.0008643994640035205,0
29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,2.917740996586057e-05,0.0,1.3909999782740546e-05,0.00010523320715114288,0
30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,2.2259533039439192e-05,0.0,1.0694648188198534e-05,0.00024508224002872133,0
31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,-1.2553092685670359e-05,0.0,-1.2013482600574292e-05,0.00016331870249368377,0
32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,3.944902869485502e-06,0.0,-1.2833651302266448e-05,0.00013293294943630865,0
33,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1.1583463647715589e-05,0.0,-1.7646808943926924e-07,7.473742020856948e-05,0
34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,6.157404441308134e-06,0.0,6.715577405949476e-06,0.0033719808133378147,0
35,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,5.992622211152669e-06,0.0,3.944976188600908e-06,0.001883147243405787,0
36,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1.1375921857008898e-05,0.0,1.7348823083990392e-06,8.683361079629177e-05,0
37,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1.2450797276909119e-05,0.0,-3.765704872011974e-06,4.557947291470829e-05,0
38,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,8.049030801123174e-06,0.0,2.093053664668729e-05,0.000766547784154014,0
39,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1.9146386949642412e-05,0.0,5.253958739200597e-05,0.00023382590557335277,0
40,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,-7.781572337016041e-06,0.0,7.619110232409948e-07,0.0009887159109466862,0
41,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,2.7709161340729896e-06,0.0,2.2831894444523935e-05,0.0004503574052243124,0
42,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,-1.0269440430036377e-05,0.0,9.435407851491538e-06,0.00010031064641594736,0
